"X1","Report ID","Report Type","Arrest Date","Time","Area ID","Area Name","Reporting District","Age","Sex Code","Descent Code","Charge Group Code","Charge Group Description","Arrest Type Code","Charge","Charge Description","Disposition Description","Address","Cross Street","LAT","LON","Location","Booking Date","Booking Time","Booking Location","Booking Location Code","week","date","month"
2677,200112857,"RFC","06/03/2020 12:00:00 AM","2330","01","Central","0124",19,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","2ND","SPRING",34.0517,-118.2456,"POINT (-118.2456 34.0517)",NA,NA,NA,NA,23,2020-06-03,6
2681,201510814,"RFC","05/31/2020 12:00:00 AM","2225","15","N Hollywood","1595",33,"M","B",NA,NA,"M","878",NA,"MISDEMEANOR COMPLAINT FILED","VENTURA","LAUREL CANYON",34.1451,-118.3958,"POINT (-118.3958 34.1451)",NA,NA,NA,NA,22,2020-05-31,5
2690,201411884,"RFC","05/23/2020 12:00:00 AM","1525","14","Pacific","1411",33,"F","H",NA,NA,"I","41.27(C)LAM",NA,"MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","BROOKS                       AV",33.9906,-118.4769,"POINT (-118.4769 33.9906)",NA,NA,NA,NA,21,2020-05-23,5
2691,5768764,"BOOKING","05/30/2020 12:00:00 AM","2142","03","Southwest","0309",49,"M","B","24","Miscellaneous Other Violations","F","594(A)(1)PC","DEFACE PROPERTY",NA,"3RD                          ST","SPRING                       ST",34.0372,-118.276,"POINT (-118.276 34.0372)","05/31/2020 12:00:00 AM","0400","77TH ST",4212,22,2020-05-30,5
2695,201411473,"RFC","05/23/2020 12:00:00 AM","1445","14","Pacific","1414",25,"M","H",NA,NA,"I","25620(A)",NA,"MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","PARK                         AV",33.9976,-118.467,"POINT (-118.467 33.9976)",NA,NA,NA,NA,21,2020-05-23,5
2697,201510863,"RFC","06/02/2020 12:00:00 AM","2345","15","N Hollywood","1515",27,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","6600 N  LANKERSHIM                   BL",NA,34.1962,-118.3911,"POINT (-118.3911 34.1962)",NA,NA,NA,NA,23,2020-06-02,6
2703,200910629,"RFC","06/01/2020 12:00:00 AM","1930","09","Van Nuys","0914",21,"F","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
2705,201910390,"RFC","05/28/2020 12:00:00 AM","1245","19","Mission","1901",57,"M","W",NA,NA,"M","87.69 LAMC",NA,"MISDEMEANOR COMPLAINT FILED","15700    FOOTHILL                     BL",NA,34.3261,-118.4889,"POINT (-118.4889 34.3261)",NA,NA,NA,NA,22,2020-05-28,5
2707,201411722,"RFC","05/25/2020 12:00:00 AM","1610","14","Pacific","1411",25,"F","W","18","Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","PALOMA                       AV",33.9933,-118.4792,"POINT (-118.4792 33.9933)",NA,NA,NA,NA,22,2020-05-25,5
2716,202110086,"RFC","05/26/2020 12:00:00 AM","1555","21","Topanga","2105",46,"M","H","17","Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","MISDEMEANOR COMPLAINT FILED","ROSCOE","CANOGA",34.2198,-118.5975,"POINT (-118.5975 34.2198)",NA,NA,NA,NA,22,2020-05-26,5
2720,202110088,"RFC","05/25/2020 12:00:00 AM","1535","21","Topanga","2115",54,"M","H","17","Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","MISDEMEANOR COMPLAINT FILED","ROSCOE","CANOGA",34.2198,-118.5975,"POINT (-118.5975 34.2198)",NA,NA,NA,NA,22,2020-05-25,5
2722,200911093,"RFC","06/01/2020 12:00:00 AM","1815","09","Van Nuys","0989",28,"M","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","13800 W  VENTURA                      BL",NA,34.1485,-118.4335,"POINT (-118.4335 34.1485)",NA,NA,NA,NA,23,2020-06-01,6
2727,200810133,"RFC","05/27/2020 12:00:00 AM","1835","08","West LA","0841",45,"M","W","18","Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","MISDEMEANOR COMPLAINT FILED","SANTA MONICA                 BL","WELLESLEY",34.0396,-118.4655,"POINT (-118.4655 34.0396)",NA,NA,NA,NA,22,2020-05-27,5
2731,202110099,"RFC","05/25/2020 12:00:00 AM","1330","21","Topanga","2126",57,"M","H","17","Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","MISDEMEANOR COMPLAINT FILED","21300    SATICOY                      ST",NA,34.2136,-118.5912,"POINT (-118.5912 34.2136)",NA,NA,NA,NA,22,2020-05-25,5
2732,200910299,"RFC","05/28/2020 12:00:00 AM","1725","09","Van Nuys","0904",56,"M","W","13","Prostitution/Allied","M","647(B)(2)PC","ENGAGE/SOLICIT SEX FOR MONEY/ETC","MISDEMEANOR COMPLAINT FILED","SEPULVEDA","WYANDOTTE",34.203,-118.4662,"POINT (-118.4662 34.203)",NA,NA,NA,NA,22,2020-05-28,5
2733,201411901,"RFC","05/23/2020 12:00:00 AM","1845","14","Pacific","1431",28,"F","W",NA,NA,"I","41.27(C)LAM",NA,"MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","BREEZE                       AV",33.988,-118.4703,"POINT (-118.4703 33.988)",NA,NA,NA,NA,21,2020-05-23,5
2734,201411727,"RFC","05/25/2020 12:00:00 AM","1545","14","Pacific","1431",23,"M","H","18","Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","BROOKS                       AV",33.988,-118.4703,"POINT (-118.4703 33.988)",NA,NA,NA,NA,22,2020-05-25,5
2742,200610975,"RFC","06/03/2020 12:00:00 AM","2245","06","Hollywood","0647",22,"M","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","IVAR                         AV","HOLLYWOOD                    BL",34.0998,-118.3211,"POINT (-118.3211 34.0998)",NA,NA,NA,NA,23,2020-06-03,6
2744,5768745,"BOOKING","05/24/2020 12:00:00 AM","0150","18","Southeast","1821",57,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","FELONY COMPLAINT FILED","700 W  97TH                         ST",NA,33.9479,-118.2869,"POINT (-118.2869 33.9479)","05/24/2020 12:00:00 AM","0400","77TH ST",4212,21,2020-05-24,5
2753,200112968,"RFC","06/05/2020 12:00:00 AM","2030","01","Central","0162",28,"M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","MISDEMEANOR COMPLAINT FILED","700 W  8TH                          ST",NA,34.0466,-118.259,"POINT (-118.259 34.0466)",NA,NA,NA,NA,23,2020-06-05,6
2756,201411876,"RFC","05/23/2020 12:00:00 AM","1530","14","Pacific","1411",23,"F","H",NA,NA,"I","41.27(C)LAM",NA,"MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","PARK",33.9913,-118.4775,"POINT (-118.4775 33.9913)",NA,NA,NA,NA,21,2020-05-23,5
2757,201510587,"RFC","05/26/2020 12:00:00 AM","0930","15","N Hollywood","1506",25,"M","H",NA,NA,"I","369IPC",NA,"MISDEMEANOR COMPLAINT FILED","VINELAND","SHERMAN                      WY",34.2012,-118.3703,"POINT (-118.3703 34.2012)",NA,NA,NA,NA,22,2020-05-26,5
2761,201411864,"RFC","05/23/2020 12:00:00 AM","1530","14","Pacific","1411",29,"M","H",NA,NA,"I","41.27(C)LAM",NA,"MISDEMEANOR COMPLAINT FILED","BROOKS","OCEAN FRONT                  WK",33.9918,-118.4791,"POINT (-118.4791 33.9918)",NA,NA,NA,NA,21,2020-05-23,5
2766,201213748,"RFC","05/28/2020 12:00:00 AM","1745","12","77th Street","1249",22,"F","B","13","Prostitution/Allied","M","653.22PC","LOITERING FOR PURPOSES OF PROSTITUTION","MISDEMEANOR COMPLAINT FILED","68TH                         ST","FIGUEROA",33.9782,-118.2827,"POINT (-118.2827 33.9782)",NA,NA,NA,NA,22,2020-05-28,5
2769,201510643,"RFC","05/27/2020 12:00:00 AM","1025","15","N Hollywood","1527",23,"M","H",NA,NA,"I","63.44(D)(4)",NA,"MISDEMEANOR COMPLAINT FILED","VICTORY                      BL","VINELAND                     AV",34.1867,-118.3703,"POINT (-118.3703 34.1867)",NA,NA,NA,NA,22,2020-05-27,5
2779,202110036,"RFC","06/01/2020 12:00:00 AM","1845","21","Topanga","2156",28,"F","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","21400    VICTORY                      BL",NA,34.1884,-118.5975,"POINT (-118.5975 34.1884)",NA,NA,NA,NA,23,2020-06-01,6
2784,200910452,"RFC","06/01/2020 12:00:00 AM","1900","09","Van Nuys","0906",31,"M","W","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","7200    VAN NUYS                     BL",NA,34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
2785,201213755,"RFC","05/28/2020 12:00:00 AM","1800","12","77th Street","1249",60,"M","W","13","Prostitution/Allied","M","653.22PC","LOITERING FOR PURPOSES OF PROSTITUTION","MISDEMEANOR COMPLAINT FILED","66TH                         ST","FIGUEROA",33.9798,-118.2827,"POINT (-118.2827 33.9798)",NA,NA,NA,NA,22,2020-05-28,5
2791,202110024,"RFC","05/24/2020 12:00:00 AM","1650","21","Topanga","2146",43,"F","W",NA,NA,"I","25620(B)BP",NA,"MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","DEERING",34.201,-118.5972,"POINT (-118.5972 34.201)",NA,NA,NA,NA,21,2020-05-24,5
2792,202110273,"RFC","05/26/2020 12:00:00 AM","1200","21","Topanga","2157",43,"M","H","17","Liquor Laws","M","25620BP","OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE","MISDEMEANOR COMPLAINT FILED","DE SOTO","VANOWEN",34.1938,-118.5884,"POINT (-118.5884 34.1938)",NA,NA,NA,NA,22,2020-05-26,5
2793,202109921,"RFC","05/28/2020 12:00:00 AM","1000","21","Topanga","2138",16,"M","H","14","Sex (except rape/prst)","M","243.4(E)1PC","SEX BATTERY TOUCH INTIMATE PART OF ANOTHER","OTHER DISPOSITION","20300    COHASSET                     ST",NA,34.2071,-118.5754,"POINT (-118.5754 34.2071)",NA,NA,NA,NA,22,2020-05-28,5
2795,200611249,"RFC","06/02/2020 12:00:00 AM","2030","06","Hollywood","0678",15,"M","B",NA,NA,"M","8.78 LAMC",NA,"COUNSELED/RELEASED","SANTA MONICA","WESTERN",34.0908,-118.3092,"POINT (-118.3092 34.0908)",NA,NA,NA,NA,23,2020-06-02,6
2799,201411897,"RFC","05/23/2020 12:00:00 AM","1850","14","Pacific","1412",29,"F","W",NA,NA,"I","41.27(C)LAM",NA,"MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","BREEZE                       AV",33.9901,-118.4764,"POINT (-118.4764 33.9901)",NA,NA,NA,NA,21,2020-05-23,5
2800,5768755,"BOOKING","05/24/2020 12:00:00 AM","0400","10","West Valley","1034",36,"F","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"WHITE OAK","BESSEMER",34.181,-118.5187,"POINT (-118.5187 34.181)","05/24/2020 12:00:00 AM","0543","VALLEY - JAIL DIV",4279,21,2020-05-24,5
2801,200810427,"RFC","05/31/2020 12:00:00 AM","2040","08","West LA","0842",19,"M","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","WILSHIRE                     BL","FEDERAL                      AV",34.0508,-118.4592,"POINT (-118.4592 34.0508)",NA,NA,NA,NA,22,2020-05-31,5
2803,201411880,"RFC","05/23/2020 12:00:00 AM","1600","14","Pacific","1411",51,"M","B","18","Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","MISDEMEANOR COMPLAINT FILED","BREEZE","OCEAN FRONT                  WK",33.9918,-118.4791,"POINT (-118.4791 33.9918)",NA,NA,NA,NA,21,2020-05-23,5
2804,5768760,"BOOKING","05/31/2020 12:00:00 AM","0010","04","Hollenbeck","0499",16,"M","B","05","Burglary","F","459PC","BURGLARY","849(B)(1) PC/TECHNICAL ARREST","3600 E  OLYMPIC                      BL",NA,34.0188,-118.201,"POINT (-118.201 34.0188)","05/31/2020 12:00:00 AM","0303","METRO - JAIL DIVISION",4273,22,2020-05-31,5
2808,201709452,"RFC","05/26/2020 12:00:00 AM","1030","17","Devonshire","1791",36,"M","B","16","Narcotic Drug Laws","M","11364HS","POSSESSION CNTL SUBSTANCE PARAPHERNALIA","MISDEMEANOR COMPLAINT FILED","20100    ROSCOE                       BL",NA,34.2244,-118.5804,"POINT (-118.5804 34.2244)",NA,NA,NA,NA,22,2020-05-26,5
2814,201510843,"RFC","06/01/2020 12:00:00 AM","2050","15","N Hollywood","1513",26,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","BELLAIRE","SHERMAN                      WY",34.2012,-118.4094,"POINT (-118.4094 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
2817,200910501,"RFC","06/01/2020 12:00:00 AM","2240","09","Van Nuys","0923",23,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","BELLAIRE","SHERMAN                      WY",34.1903,-118.4574,"POINT (-118.4574 34.1903)",NA,NA,NA,NA,23,2020-06-01,6
2818,200710000,"RFC","06/03/2020 12:00:00 AM","2240","07","Wilshire","0762",22,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","PICO","FAIRFAX",34.0517,-118.3675,"POINT (-118.3675 34.0517)",NA,NA,NA,NA,23,2020-06-03,6
2821,201411908,"RFC","05/24/2020 12:00:00 AM","1940","14","Pacific","1431",25,"F","H","18","Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","MISDEMEANOR COMPLAINT FILED","OCEAN FRONT                  WK","HORIZON                      AV",33.988,-118.4745,"POINT (-118.4745 33.988)",NA,NA,NA,NA,21,2020-05-24,5
2822,201910446,"RFC","05/27/2020 12:00:00 AM","1345","19","Mission","1984",25,"M","H","17","Liquor Laws","I","25620BP","OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE","MISDEMEANOR COMPLAINT FILED","KESTER                       AV","PARTHENIA                    ST",34.2282,-118.4575,"POINT (-118.4575 34.2282)",NA,NA,NA,NA,22,2020-05-27,5
2826,202110092,"RFC","05/25/2020 12:00:00 AM","1615","21","Topanga","2148",40,"M","H","17","Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","MISDEMEANOR COMPLAINT FILED","MASON","SHERMAN                      WY",34.201,-118.5797,"POINT (-118.5797 34.201)",NA,NA,NA,NA,22,2020-05-25,5
2831,200112731,"RFC","06/02/2020 12:00:00 AM","0005","01","Central","0162",35,"M","H",NA,NA,"M","11359HS",NA,"MISDEMEANOR COMPLAINT FILED","9TH                          ST","OLIVE                        ST",34.0437,-118.2582,"POINT (-118.2582 34.0437)",NA,NA,NA,NA,23,2020-06-02,6
2833,200809967,"RFC","05/24/2020 12:00:00 AM","1945","08","West LA","0899",25,"M","H","16","Narcotic Drug Laws","M","11364HS","POSSESSION CNTL SUBSTANCE PARAPHERNALIA","MISDEMEANOR COMPLAINT FILED","VENICE","LA CIENEGA",34.0343,-118.3798,"POINT (-118.3798 34.0343)",NA,NA,NA,NA,21,2020-05-24,5
2834,202110043,"RFC","05/27/2020 12:00:00 AM","1030","21","Topanga","2146",28,"M","H","17","Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","MISDEMEANOR COMPLAINT FILED","BASSETT","ALABAMA",34.1956,-118.599,"POINT (-118.599 34.1956)",NA,NA,NA,NA,22,2020-05-27,5
2838,201510549,"RFC","05/26/2020 12:00:00 AM","1815","15","N Hollywood","1527",37,"M","W",NA,NA,"M","11359(B(HS",NA,"MISDEMEANOR COMPLAINT FILED","6400    BAKMAN                       AV",NA,34.1867,-118.3778,"POINT (-118.3778 34.1867)",NA,NA,NA,NA,22,2020-05-26,5
2844,202110103,"RFC","05/26/2020 12:00:00 AM","1330","21","Topanga","2136",35,"M","H","17","Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","MISDEMEANOR COMPLAINT FILED","DEERING","SHERMAN                      WY",34.201,-118.5967,"POINT (-118.5967 34.201)",NA,NA,NA,NA,22,2020-05-26,5
2847,200910363,"RFC","06/02/2020 12:00:00 AM","0044","09","Van Nuys","0963",23,"F","B","16","Narcotic Drug Laws","M","11364HS","POSSESSION CNTL SUBSTANCE PARAPHERNALIA","MISDEMEANOR COMPLAINT FILED","MAGNOLIA                     ST","VISTA DEL MONTE              AV",34.1649,-118.4498,"POINT (-118.4498 34.1649)",NA,NA,NA,NA,23,2020-06-02,6
2850,201910560,"RFC","06/04/2020 12:00:00 AM","1920","19","Mission","1985",64,"M","H","24","Miscellaneous Other Violations","M","63.44BLAMC","PARK REGULATIONS","MISDEMEANOR COMPLAINT FILED","PARTHENIA                    ST","KESTER                       AV",34.2264,-118.4493,"POINT (-118.4493 34.2264)",NA,NA,NA,NA,23,2020-06-04,6
2852,202010239,"RFC","05/24/2020 12:00:00 AM","2355","20","Olympic","2062",24,"F","B","13","Prostitution/Allied","M","647(B)PC","PROSTITUTION","MISDEMEANOR COMPLAINT FILED","WESTERN","OLYMPIC",34.0527,-118.3091,"POINT (-118.3091 34.0527)",NA,NA,NA,NA,21,2020-05-24,5
2853,200910187,"RFC","05/27/2020 12:00:00 AM","1612","09","Van Nuys","0904",45,"M","W","13","Prostitution/Allied","M","647(B)(2)PC","ENGAGE/SOLICIT SEX FOR MONEY/ETC","MISDEMEANOR COMPLAINT FILED","WYANDOTTE                    ST","SEPULVEDA                    BL",34.203,-118.4662,"POINT (-118.4662 34.203)",NA,NA,NA,NA,22,2020-05-27,5
2859,5941356,"BOOKING","05/28/2020 12:00:00 AM","0250","03","Southwest","0396",20,"M","H","06","Larceny","M","484(A)PC","GRAND THEFT (OVER $400)","MISDEMEANOR COMPLAINT FILED","900 W  41ST                         DR",NA,34.0083,-118.29,"POINT (-118.29 34.0083)","05/28/2020 12:00:00 AM","0407","77TH ST",4212,22,2020-05-28,5
2862,5939847,"BOOKING","05/26/2020 12:00:00 AM","0630","15","N Hollywood","1583",26,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","MISDEMEANOR COMPLAINT FILED","11400    VENTURA                      BL",NA,34.1451,-118.3875,"POINT (-118.3875 34.1451)","05/26/2020 12:00:00 AM","0815","VALLEY - JAIL DIV",4279,22,2020-05-26,5
2864,5947056,"BOOKING","06/02/2020 12:00:00 AM","1145","01","Central","0122",34,"F","B","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","1ST                          ST","GRAND",34.0557,-118.2488,"POINT (-118.2488 34.0557)","06/02/2020 12:00:00 AM","1319","METRO - JAIL DIVISION",4273,23,2020-06-02,6
2867,5938692,"BOOKING","05/24/2020 12:00:00 AM","0620","03","Southwest","0316",26,"F","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","MISDEMEANOR COMPLAINT FILED","2200 S  WESTERN                      AV",NA,34.0363,-118.309,"POINT (-118.309 34.0363)","05/24/2020 12:00:00 AM","0845","77TH ST",4212,21,2020-05-24,5
2885,5946534,"BOOKING","06/01/2020 12:00:00 AM","1955","06","Hollywood","0656",29,"F","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","ROMAINE","EL CENTRO",34.0889,-118.3244,"POINT (-118.3244 34.0889)","06/02/2020 12:00:00 AM","0101","HOLLYWOOD",4206,23,2020-06-01,6
2892,5939866,"BOOKING","05/26/2020 12:00:00 AM","0620","12","77th Street","1266",37,"M","B","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","FELONY COMPLAINT FILED","82ND                         ST","FIGUEROA                     ST",33.9651,-118.2827,"POINT (-118.2827 33.9651)","05/26/2020 12:00:00 AM","0921","77TH ST",4212,22,2020-05-26,5
2895,5942550,"BOOKING","05/29/2020 12:00:00 AM","0015","13","Newton","1373",17,"M","B","05","Burglary","F","459PC","BURGLARY","OTHER LAW ENFORCEMENT AGENCY","600 E  56TH                         ST",NA,33.9916,-118.2652,"POINT (-118.2652 33.9916)","05/29/2020 12:00:00 AM","0046","77TH ST",4212,22,2020-05-29,5
2912,5939077,"BOOKING","05/24/2020 12:00:00 AM","2245","16","Foothill","1698",26,"M","H","24","Miscellaneous Other Violations","M","602(N)PC","REFUSE TO LEAVE PRIVATE PROPERTY","MISDEMEANOR COMPLAINT FILED","8000    DE GARMO                     AV",NA,34.2163,-118.3551,"POINT (-118.3551 34.2163)","05/25/2020 12:00:00 AM","0040","VALLEY - JAIL DIV",4279,21,2020-05-24,5
2913,5949162,"BOOKING","06/05/2020 12:00:00 AM","0745","05","Harbor","0514",30,"F","H","15","Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","MISDEMEANOR COMPLAINT FILED","1000 W  DENNI                        ST",NA,33.7844,-118.2746,"POINT (-118.2746 33.7844)","06/05/2020 12:00:00 AM","1146","77TH ST",4212,23,2020-06-05,6
2914,5942642,"BOOKING","05/29/2020 12:00:00 AM","0259","10","West Valley","1079",22,"M","B","23","Moving Traffic Violations","F","2800.2(A)VC","EVADE PO:DISREGARD SAFETY",NA,"COLBY                        ST","SANTA MONICA                 BL",34.1599,-118.4766,"POINT (-118.4766 34.1599)","05/29/2020 12:00:00 AM","0506","VALLEY - JAIL DIV",4279,22,2020-05-29,5
2922,5938898,"BOOKING","05/24/2020 12:00:00 AM","1749","16","Foothill","1682",53,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","PEORIA","OMELVENY",34.2278,-118.3951,"POINT (-118.3951 34.2278)","05/24/2020 12:00:00 AM","1912","VALLEY - JAIL DIV",4279,21,2020-05-24,5
2926,5939557,"BOOKING","05/25/2020 12:00:00 AM","1900","16","Foothill","1601",35,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","12600    FOOTHILL                     BL",NA,34.2865,-118.4161,"POINT (-118.4161 34.2865)","05/25/2020 12:00:00 AM","2107","VALLEY - JAIL DIV",4279,22,2020-05-25,5
2927,5947556,"BOOKING","06/02/2020 12:00:00 AM","1900","12","77th Street","1268",59,"F","B","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","8000 S  BROADWAY",NA,33.9669,-118.2783,"POINT (-118.2783 33.9669)","06/03/2020 12:00:00 AM","0203","77TH ST",4212,23,2020-06-02,6
2930,5945984,"BOOKING","06/01/2020 12:00:00 AM","0950","12","77th Street","1241",34,"F","B","24","Miscellaneous Other Violations","M","602(N)PC","REFUSE TO LEAVE PRIVATE PROPERTY","MISDEMEANOR COMPLAINT FILED","6300    BRYNHURST                    AV",NA,33.9829,-118.3338,"POINT (-118.3338 33.9829)","06/01/2020 12:00:00 AM","1154","77TH ST",4212,23,2020-06-01,6
2945,5946840,"BOOKING","06/01/2020 12:00:00 AM","1825","21","Topanga","2146",21,"F","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","ALABAMA","VANOWEN",34.1938,-118.599,"POINT (-118.599 34.1938)","06/02/2020 12:00:00 AM","0313","VALLEY - JAIL DIV",4279,23,2020-06-01,6
2946,5946553,"BOOKING","06/01/2020 12:00:00 AM","2055","06","Hollywood","0676",23,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","DISTRICT ATTORNEY REJECT","700 N  VINE",NA,34.0835,-118.3266,"POINT (-118.3266 34.0835)","06/02/2020 12:00:00 AM","0118","HOLLYWOOD",4206,23,2020-06-01,6
2947,5943412,"BOOKING","05/29/2020 12:00:00 AM","1115","01","Central","0161",27,"M","W","24","Miscellaneous Other Violations","M","602(O)(1)PC","REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.","MISDEMEANOR COMPLAINT FILED","700 S  FIGUEROA                     ST",NA,34.0483,-118.2631,"POINT (-118.2631 34.0483)","05/29/2020 12:00:00 AM","1319","METRO - JAIL DIVISION",4273,22,2020-05-29,5
2950,5944380,"BOOKING","05/30/2020 12:00:00 AM","0110","09","Van Nuys","0923",29,"M","B","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","15000    VANOWEN                      ST",NA,34.1939,-118.4596,"POINT (-118.4596 34.1939)","05/30/2020 12:00:00 AM","0225","VALLEY - JAIL DIV",4279,22,2020-05-30,5
2961,5940355,"BOOKING","05/26/2020 12:00:00 AM","2205","05","Harbor","0514",35,"M","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","MISDEMEANOR COMPLAINT FILED","1100 W  PAPEETE                      ST",NA,33.787,-118.2763,"POINT (-118.2763 33.787)","05/27/2020 12:00:00 AM","0010","HARBOR",4205,22,2020-05-26,5
2963,5949008,"BOOKING","06/05/2020 12:00:00 AM","0010","07","Wilshire","0778",27,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","WASHINGTON                   BL","CRENSHAW                     BL",34.0399,-118.3311,"POINT (-118.3311 34.0399)","06/05/2020 12:00:00 AM","0306","METRO - JAIL DIVISION",4273,23,2020-06-05,6
2968,5941350,"BOOKING","05/28/2020 12:00:00 AM","0031","14","Pacific","1472",32,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","VISTA DEL MAR","NEPOLEN",33.9619,-118.4455,"POINT (-118.4455 33.9619)","05/28/2020 12:00:00 AM","0346","PACIFIC",4214,22,2020-05-28,5
2978,5940720,"BOOKING","05/27/2020 12:00:00 AM","1100","14","Pacific","1444",24,"M","B","24","Miscellaneous Other Violations","F","594(A)(2)PC","DAMAGE PROPERTY","FELONY COMPLAINT FILED","LINCOLN                      BL","ELM                          ST",33.9921,-118.4492,"POINT (-118.4492 33.9921)","05/27/2020 12:00:00 AM","1422","PACIFIC",4214,22,2020-05-27,5
2993,5950229,"BOOKING","06/06/2020 12:00:00 AM","2040","16","Foothill","1685",36,"M","H","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","7900 N  LANKERSHIM                   BL",NA,34.2139,-118.3878,"POINT (-118.3878 34.2139)","06/07/2020 12:00:00 AM","0108","VALLEY - JAIL DIV",4279,23,2020-06-06,6
